title,mood,notes,file,uploaded_at,cover
THROW-UP-ROUGH-5-5-26,"ignorant, aggressive, chaotic",,tracks/throw-up-rough-5-5-26_20260511_113846.wav,2026-05-11 11:38,covers/throwup_cover.png
